name,category,address,review_index,review_text,review_info,visit_time
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,1,지나가다 배고파서 들렀어요 먹골역 묵동에서 24시 찾기가 힘든데 군만두는 서비스로 챙겨 주시고 여자 직원분 그 추운 날씨에 친구 분실물 까지 챙겨 주셔서 감사드립니다 양도 많고 가성비도 좋고 친절하셨어요 접기,방문일 1.3.토 2026년 1월 3일 토요일 1번째 방문 인증 수단 영수증,밤에 방문예약 없이 이용대기 시간 바로 입장친목친구
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,2,"💜 금용각 : 깐풍육 정식 만원의 행복이네요. 깐풍기, 짜장면, 밥, 그리고 짬뽕 국물까지해서 만원이네요. 혼밥하기에도 좋구요.🙏",방문일 25.12.15.월 2025년 12월 15일 월요일 7번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,3,🧡 금용각 :혼밥하기 좋은 먹골역 중식맛집. 탕볶밥 탕수육 양이 거의 미니 탕수육 수준에 볶음밥 양도 많아요. 물론 맛까지 으뜸인 곳이라 더 매력이 있는 곳입니다.👍,방문일 25.12.24.수 2025년 12월 24일 수요일 8번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,4,❤️ 금용각 : 오늘은 유산슬 정식 먹었는데 역시 가성비가 좋아서 배부르게 잘 먹었습니다. 개인적으로는 같은 가격이라면 깐풍기정식이 조금 더 나은 듯 합니다.👍,방문일 25.11.19.수 2025년 11월 19일 수요일 6번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,5,"💜 금용각 : 깐풍기 정식 밥과 짬뽕 국물, 짜장면, 깐풍기로 가성비 좋게 맛있게 잘 먹었습니다. 매장도 넓고 친절하시네요.👍",방문일 25.11.10.월 2025년 11월 10일 월요일 5번째 방문 인증 수단 영수증,"점심에 방문예약 없이 이용대기 시간 10분 이내 일상, 비즈니스"
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,6,"💜 금용각 : 짜장면 가격도 착하고 깐풍육 정식도 짬뽕국물에 짜장면, 깐풍기 그리고 공기밥까지 만원이라는 착한가격에 맛있게 잘 먹고 왔습니다.👍 맛도 좋지만 가성비도 괜찮은 중식 맛집입니다.🙏 접기",방문일 25.10.21.화 2025년 10월 21일 화요일 4번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,7,늦게까지 하고 밥 양 많아요.,방문일 25.11.9.일 2025년 11월 9일 일요일 1번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,8,"자장면 맛잇고, 탕수육은 케찹베이스의 옛날 탕수육 스타일로 맛있어요~! 혼자 식사하시는 분들도 많았어요~!",방문일 25.9.17.수 2025년 9월 17일 수요일 1번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,9,❤️ 금용각 : 요일 메뉴도 있고 볶짬면 등 두가지 메뉴 같이 먹는 메뉴 양도 많아요. 현금하면 카드보다 조금 저렴하고 매장은 혼밥하기에 괜찮아요.🙏,방문일 25.8.29.금 2025년 8월 29일 금요일 2번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자
금용각,중식당,도로명서울 중랑구 동일로 927 금용각복사 지번서울 중랑구 묵동 238-91복사,10,✅️ 금용각 : 깐풍정식 먹었는데 깐풍기와 짜장면 그리고 밥과 짬뽕국물 이렇게 모두 먹었는데 만원! 가성비 진짜 최고의 먹골역 중식 맛집입니다.,방문일 25.9.29.월 2025년 9월 29일 월요일 3번째 방문 인증 수단 영수증,"점심에 방문예약 없이 이용대기 시간 바로 입장일상, 비즈니스"
