name,category,address,review_index,review_text,review_info,visit_time
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,1,육연 무한리필 1티어 육연식당 연어 배꼽살까지 내어주시는 갓벽한 구성에 감동해서 리뷰를 안 남길수가 없어 작성!!! 소스 다양 고기 신선 육회 연어랑 같이 나올수있는거 다 있어여 특히 백김치가 최최애 리필한 접시 보이시죠 너무 훌륭해여 츄베릅ㅠㅠ 배달많은 맛집이라 바쁘실텐데 동시에 친절하기까지한 더더더더 잘되고 많이 버세요 사장님 알럽뿅 접기,방문일 25.12.14.일 2025년 12월 14일 일요일 1번째 방문 인증 수단 영수증,밤에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,2,일단 육회랑 연어를 무제한으로 이 가격에 먹을 수 있다는 것부터 너무 가성비 있고 심지어 또 맛은 왜이렇게 맛있는지 다음에 친구들이랑도 한번 다시 와야될 거 같은 재방문의사가 넘쳐나는 곳인듯여😙🤗 여기 주변 오시면 꼭 와보세여 접기,방문일 1.1.목 2026년 1월 1일 목요일 1번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장나들이부모님
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,3,집 근처에 있어 종종 오는 식당입니다. 올때마다 느끼지만 직원분도 친절하고 음식도 맛있어서 만족합니다,방문일 25.12.30.화 2025년 12월 30일 화요일 7번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,4,"고추장 육회와 일반 육회를 반반으로 주문했는데, 두 가지를 한 번에 즐길 수 있어서 좋았어요. 토핑도 다양하게 올라가 있어서 골라 먹는 재미가 있고, 전체적으로 조화가 잘 맞아 맛있게 잘 먹었습니다.  기본으로 나오는 미역국도 기대 이상이었어요. 계속 따뜻하게 먹을 수 있게 신경 써주셔서 식사 내내 만족스러웠습니다.  참고로 콜키지는 병당 만원입니다. 전반적으로 음식과 서비스 모두 만족스러워서 재방문하고 싶은 곳이에요. 접기",방문일 1.6.화 2026년 1월 6일 화요일 1번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,5,연어랑 육회 무한리필로 주문했는데 연어도 가득 주시고~ 육회도 듬뿍 주셔서 육회만 한번 리필하고 배가 너무 불렀어요~~~ ㅎㅎ 육사시미도 맛있어요 직원분이 친절하셔서 추가 주문할때 민망하지 않아요~~ 강추합니다~ 매장에서 먹는동안 배달 주문이 엄청 많네요~~ 접기,방문일 25.11.9.일 2025년 11월 9일 일요일 1번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장일상친구
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,6,정말 자주 오는곳이에요. 집에서도 시켜먹고 정말 연어 육회 다 맛있고 고추장 소스가 사장님께서 직접 하시는건지 진짜 맛있어요. 재료도 하나 하나 다 신선하고 신경쓰신게 보여요. 매장에서 직접 먹으면 배달 주문도 엄청 많은게 느껴져요. 연어육회는 항상 여기 입니다. 접기,방문일 25.12.22.월 2025년 12월 22일 월요일 1번째 방문 인증 수단 영수증,"저녁에 방문예약 없이 이용대기 시간 바로 입장데이트, 친목, 일상연인・배우자, 친구"
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,7,분위기 좋고 무엇보다 음식이 너무 맛있어서 재방문 했아요. 친절하시고 육회와 연어 질이 정말 최고입니다. 오래오래 아껴두고 자주 오고 싶은 맛집입니다. ㅠㅠ,방문일 25.12.14.일 2025년 12월 14일 일요일 2번째 방문 인증 수단 영수증,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,8,육회무한리필 언제나 신선하고 맛나요. 미역국도 항상 맛나서 넘 좋아요^^ 매번 올때마다 직원분들도 친절하시고 음식도 맛나고 넘 좋아요~~~ 접기,방문일 25.12.8.월 2025년 12월 8일 월요일 4번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장기념일연인・배우자
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,9,음식이 아주 맛있어서 항상 방문하게 되네요 직원들은 항상 친절하게 맞아주어서 넘 좋아요,방문일 25.12.8.월 2025년 12월 8일 월요일 6번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자
육연식당 묵동본점,일식당,도로명서울 중랑구 동일로 932 1층 104호복사 지번서울 중랑구 묵동 170-1복사,10,한 5번정도 와서 먹는데 올때마다 넘넘 맛있습니당💓💓 오늘따라 육회랑 연어 질이 더 좋은 것 같아요! 앞으로도 자주 올게용~🥰🥰,방문일 25.12.28.일 2025년 12월 28일 일요일 2번째 방문 인증 수단 영수증,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자
